,0
vm_percent,26.166666666666668
swap_percent,0.0
cpuloadavg_1min,16.649034288194446
cpuloadavg_5min,16.219075520833332
cpu_0,4091.0049999999997
cpu_1,1866.667666666667
cpu_psi_total,124585499.33333333
mem_psi_total,220651.0
io_psi_total,963313231.6666666
acc,43.800002336502075
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,128
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
