,0
vm_percent,24.76666666666667
swap_percent,0.0
cpuloadavg_1min,13.212076822916666
cpuloadavg_5min,17.14409722222222
cpu_0,4119.5216666666665
cpu_1,4097.625333333333
cpu_psi_total,115103668.33333333
mem_psi_total,220651.0
io_psi_total,950240440.6666666
acc,39.60000276565552
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,128
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
