,0
vm_percent,26.266666666666666
swap_percent,0.0
cpuloadavg_1min,22.962782118055554
cpuloadavg_5min,21.402994791666668
cpu_0,3857.915333333333
cpu_1,3787.517333333333
cpu_psi_total,171584703.66666666
mem_psi_total,223035.0
io_psi_total,1031463079.3333334
acc,68.4000015258789
prune_config,random_unstructured
prune_ratio,0.1
model_name,googlenet
batchsz_arg,32
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
