,0
vm_percent,24.96666666666667
swap_percent,0.5
cpuloadavg_1min,10.957845052083334
cpuloadavg_5min,14.182535807291666
cpu_0,2843.5646666666667
cpu_1,2240.2116666666666
cpu_psi_total,677232509.0
mem_psi_total,106372648.0
io_psi_total,30554064591.666668
acc,67.40000247955322
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
