,0
vm_percent,26.916666666666668
swap_percent,0.0
cpuloadavg_1min,19.366455078125
cpuloadavg_5min,15.652126736111112
cpu_0,3853.1718333333333
cpu_1,3851.3776666666668
cpu_psi_total,140403677.33333334
mem_psi_total,220651.0
io_psi_total,991042761.6666666
acc,48.4000027179718
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,8
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
