,0
vm_percent,24.266666666666666
swap_percent,0.0
cpuloadavg_1min,13.460286458333334
cpuloadavg_5min,16.731770833333336
cpu_0,4017.809333333333
cpu_1,3975.4773333333337
cpu_psi_total,95482829.66666667
mem_psi_total,217121.0
io_psi_total,927055245.6666666
acc,1.600000075995922
prune_config,random_unstructured
prune_ratio,0.2
model_name,resnet
batchsz_arg,4
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
