,0
vm_percent,26.633333333333336
swap_percent,0.0
cpuloadavg_1min,14.442274305555555
cpuloadavg_5min,15.473090277777779
cpu_0,3692.788666666667
cpu_1,3752.0483333333336
cpu_psi_total,103613265.66666667
mem_psi_total,217134.0
io_psi_total,934648886.6666666
acc,55.400002002716064
prune_config,l1_unstructured
prune_ratio,0.1
model_name,alexnet
batchsz_arg,128
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
