,0
vm_percent,28.03333333333333
swap_percent,0.0
cpuloadavg_1min,18.211534288194443
cpuloadavg_5min,17.228868272569443
cpu_0,3999.755333333333
cpu_1,3476.8378333333335
cpu_psi_total,143688723.33333334
mem_psi_total,220651.0
io_psi_total,995068427.5
acc,23.600001633167267
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,8
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
