,0
vm_percent,27.066666666666666
swap_percent,0.0
cpuloadavg_1min,19.055853949652775
cpuloadavg_5min,16.008165147569446
cpu_0,3694.850833333334
cpu_1,3750.536166666667
cpu_psi_total,140567756.66666666
mem_psi_total,220651.0
io_psi_total,991198934.0
acc,48.4000027179718
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,4
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
