,0
vm_percent,25.833333333333332
swap_percent,0.0
cpuloadavg_1min,15.837944878472221
cpuloadavg_5min,17.25531684027778
cpu_0,3856.5163333333335
cpu_1,3881.9663333333333
cpu_psi_total,99035937.66666667
mem_psi_total,217134.0
io_psi_total,930361558.6666666
acc,0.20000000949949026
prune_config,random_unstructured
prune_ratio,0.5
model_name,resnet
batchsz_arg,16
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
