,0
vm_percent,23.400000000000002
swap_percent,0.5
cpuloadavg_1min,24.718221028645832
cpuloadavg_5min,19.0948486328125
cpu_0,2097.0589999999997
cpu_1,2097.1473333333333
cpu_psi_total,667722243.3333334
mem_psi_total,106372648.0
io_psi_total,30489865053.0
acc,19.600000977516174
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
