,0
vm_percent,1.5
swap_percent,0.0
cpuloadavg_1min,2.9652777777777777
cpuloadavg_5min,4.256944444444445
cpu_0,1000.0627499999999
cpu_1,1000.4044999999999
cpu_psi_total,754771278.25
mem_psi_total,0.0
io_psi_total,202782334.25
acc,70.40000557899475
prune_config,random_unstructured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,64
num_workers_arg,1
chipset_name,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz
arch,x86_64
l1_size,1.1 MiB
l2_size,36 MiB
