,0
vm_percent,25.53333333333333
swap_percent,0.0
cpuloadavg_1min,21.339246961805554
cpuloadavg_5min,18.87478298611111
cpu_0,3866.234
cpu_1,3844.904666666667
cpu_psi_total,100682469.33333333
mem_psi_total,217134.0
io_psi_total,931215462.0
acc,0.20000000949949026
prune_config,random_unstructured
prune_ratio,0.6000000000000001
model_name,resnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
