,0
vm_percent,23.733333333333334
swap_percent,0.5
cpuloadavg_1min,16.338094075520832
cpuloadavg_5min,15.937296549479166
cpu_0,3115.3706666666662
cpu_1,2137.2136666666665
cpu_psi_total,670052805.6666666
mem_psi_total,106372648.0
io_psi_total,30505822269.666668
acc,NDF-OOM
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,64
num_workers_arg,2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
