,0
vm_percent,22.400000000000002
swap_percent,0.5
cpuloadavg_1min,12.723795572916666
cpuloadavg_5min,13.506062825520834
cpu_0,3264.6936666666666
cpu_1,3564.1459999999993
cpu_psi_total,650149144.0
mem_psi_total,106372248.0
io_psi_total,30378380838.333332
acc,37.60000169277191
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,128
num_workers_arg,2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
