,0
vm_percent,20.633333333333333
swap_percent,0.5
cpuloadavg_1min,14.013671875
cpuloadavg_5min,16.389973958333332
cpu_0,2889.9083333333333
cpu_1,2160.8086666666663
cpu_psi_total,632815297.3333334
mem_psi_total,106372248.0
io_psi_total,30273105959.333332
acc,9.800000488758087
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,resnet
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
