,0
vm_percent,26.03333333333333
swap_percent,0.0
cpuloadavg_1min,38.94992404513889
cpuloadavg_5min,23.744032118055554
cpu_0,3800.144666666667
cpu_1,2917.0436666666665
cpu_psi_total,165143347.66666666
mem_psi_total,223035.0
io_psi_total,1024537033.6666666
acc,52.799999713897705
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,googlenet
batchsz_arg,4
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
