,0
vm_percent,21.633333333333336
swap_percent,0.5
cpuloadavg_1min,12.5152587890625
cpuloadavg_5min,19.0338134765625
cpu_0,2215.6963333333333
cpu_1,2351.0336666666667
cpu_psi_total,647182033.3333334
mem_psi_total,106372248.0
io_psi_total,30355688498.666668
acc,55.20000457763672
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,alexnet
batchsz_arg,16
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
