,0
vm_percent,26.066666666666666
swap_percent,0.0
cpuloadavg_1min,11.470540364583334
cpuloadavg_5min,13.631184895833334
cpu_0,4035.1133333333332
cpu_1,2885.5629999999996
cpu_psi_total,118587389.66666667
mem_psi_total,220651.0
io_psi_total,954908124.3333334
acc,24.400001764297485
prune_config,ln_structured
prune_ratio,0.5
model_name,alexnet
batchsz_arg,4
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
