,0
vm_percent,27.099999999999998
swap_percent,0.0
cpuloadavg_1min,14.767795138888888
cpuloadavg_5min,16.593424479166668
cpu_0,3897.6693333333337
cpu_1,3022.5713333333333
cpu_psi_total,112840763.33333333
mem_psi_total,220650.0
io_psi_total,947971089.6666666
acc,50.60000419616699
prune_config,ln_structured
prune_ratio,0.1
model_name,alexnet
batchsz_arg,128
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
