,0
vm_percent,25.700000000000003
swap_percent,0.0
cpuloadavg_1min,17.48046875
cpuloadavg_5min,12.776692708333334
cpu_0,3718.5759999999996
cpu_1,3717.980333333333
cpu_psi_total,76385772.66666667
mem_psi_total,214796.0
io_psi_total,911649225.0
acc,66.60000085830688
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
