,0
vm_percent,21.833333333333332
swap_percent,0.5
cpuloadavg_1min,17.146809895833332
cpuloadavg_5min,16.457112630208332
cpu_0,3297.8153333333335
cpu_1,2692.592
cpu_psi_total,638567413.0
mem_psi_total,106372248.0
io_psi_total,30314280473.333332
acc,0.20000000949949026
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,64
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
