,0
vm_percent,26.766666666666666
swap_percent,0.0
cpuloadavg_1min,9.752739800347223
cpuloadavg_5min,13.601345486111112
cpu_0,3931.5161666666663
cpu_1,2871.2491666666665
cpu_psi_total,144930704.0
mem_psi_total,220651.0
io_psi_total,997217519.6666666
acc,16.00000113248825
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
