,0
vm_percent,26.433333333333334
swap_percent,0.0
cpuloadavg_1min,11.838107638888888
cpuloadavg_5min,13.491482204861112
cpu_0,3968.4726666666666
cpu_1,3945.8236666666667
cpu_psi_total,123099809.33333333
mem_psi_total,220651.0
io_psi_total,961936553.6666666
acc,51.600003242492676
prune_config,random_unstructured
prune_ratio,0.1
model_name,alexnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
