,0
vm_percent,21.366666666666664
swap_percent,0.5
cpuloadavg_1min,11.043294270833334
cpuloadavg_5min,14.632161458333334
cpu_0,2687.1693333333333
cpu_1,2241.240333333333
cpu_psi_total,642283317.3333334
mem_psi_total,106372248.0
io_psi_total,30339499030.666668
acc,55.60000538825989
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,64
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
