,0
vm_percent,26.433333333333337
swap_percent,0.0
cpuloadavg_1min,12.102593315972221
cpuloadavg_5min,14.70947265625
cpu_0,3885.0056666666665
cpu_1,3866.885333333333
cpu_psi_total,125233608.0
mem_psi_total,220651.0
io_psi_total,963836388.0
acc,47.600001096725464
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,16
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
