,0
vm_percent,25.666666666666668
swap_percent,0.0
cpuloadavg_1min,14.723036024305557
cpuloadavg_5min,13.895670572916666
cpu_0,4088.236333333333
cpu_1,2986.400666666667
cpu_psi_total,154843315.66666666
mem_psi_total,220655.0
io_psi_total,1015462872.3333334
acc,70.6000030040741
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,googlenet
batchsz_arg,32
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
