,0
vm_percent,22.433333333333334
swap_percent,0.5
cpuloadavg_1min,18.9361572265625
cpuloadavg_5min,19.2108154296875
cpu_0,2827.729333333333
cpu_1,3547.050333333333
cpu_psi_total,657030099.6666666
mem_psi_total,106372248.0
io_psi_total,30419418004.666668
acc,30.60000240802765
prune_config,random_unstructured
prune_ratio,0.6000000000000001
model_name,alexnet
batchsz_arg,64
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
