,0
vm_percent,17.6
swap_percent,0.5
cpuloadavg_1min,27.27203369140625
cpuloadavg_5min,14.4378662109375
cpu_0,3854.344
cpu_1,2142.8734999999997
cpu_psi_total,622621073.5
mem_psi_total,106372248.0
io_psi_total,30103588296.0
acc,49.60000216960907
prune_config,random_unstructured
prune_ratio,0.2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
