,0
vm_percent,25.666666666666668
swap_percent,0.0
cpuloadavg_1min,13.228352864583334
cpuloadavg_5min,13.232421875
cpu_0,3759.6200000000003
cpu_1,2623.6600000000003
cpu_psi_total,106366390.0
mem_psi_total,217134.0
io_psi_total,939790588.0
acc,55.000001192092896
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,32
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
