,0
vm_percent,26.899999999999995
swap_percent,0.0
cpuloadavg_1min,13.53759765625
cpuloadavg_5min,13.741048177083334
cpu_0,4043.5326666666665
cpu_1,4014.8843333333334
cpu_psi_total,109422100.33333333
mem_psi_total,217134.0
io_psi_total,943588063.3333334
acc,54.40000295639038
prune_config,l1_unstructured
prune_ratio,0.6000000000000001
model_name,alexnet
batchsz_arg,128
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
