,0
vm_percent,25.733333333333334
swap_percent,0.0
cpuloadavg_1min,15.016004774305557
cpuloadavg_5min,14.082845052083334
cpu_0,4073.0236666666665
cpu_1,2919.7566666666667
cpu_psi_total,109134332.66666667
mem_psi_total,217134.0
io_psi_total,943076270.6666666
acc,54.60000038146973
prune_config,l1_unstructured
prune_ratio,0.5
model_name,alexnet
batchsz_arg,4
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
