,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time
0,2024-04-18 20:20:02.538457,4213.686,4155.426,800.0,4207.263,800.0,4162.14,800.0,4204.111,800.0,4275.519,4308.388,800.0,157702751.0,0.42,0.67,0.62,220656.0,0.0,0.0,0.0,1017657912.0,0.16,0.27,0.41,0,16,4096,31.197102864583332,22.928873697916664,17.07763671875,16591138816,12731293696,23.3,2929868800,1884532736,4566261760,8620777472,244948992,11531788288,580096000,833073152,32766947328,274432,32766672896,0.0,0,61440,114396,139900,4789235200,15908575232,1946830,5225295,25391,262863,2350464
1,2024-04-18 20:20:04.804055,4000.001,3999.997,4000.003,3999.993,4000.005,4000.003,3999.998,3999.999,3999.997,4000.0,4000.0,4000.0,157805893.0,0.34,0.65,0.61,220656.0,0.0,0.0,0.0,1017669596.0,0.31,0.29,0.41,0,157,4096,29.366048177083332,22.684733072916664,17.02880859375,16591138816,12185112576,26.6,3461443584,1338327040,5002817536,8620802048,244961280,11546406912,594702336,837378048,32766947328,274432,32766672896,0.0,0,61440,114396,139911,4789235200,15908718592,1946830,5225449,25391,262887,2350488
