,0
vm_percent,26.066666666666666
swap_percent,0.0
cpuloadavg_1min,10.738118489583334
cpuloadavg_5min,14.630805121527779
cpu_0,3753.478333333333
cpu_1,3777.330333333334
cpu_psi_total,144174348.66666666
mem_psi_total,220651.0
io_psi_total,995880641.6666666
acc,NDF-OOM
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,128
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
