,0
vm_percent,27.699999999999992
swap_percent,0.0
cpuloadavg_1min,12.835693359375
cpuloadavg_5min,13.170030381944445
cpu_0,4037.3305
cpu_1,2358.085833333333
cpu_psi_total,149259867.66666666
mem_psi_total,220651.0
io_psi_total,1005643531.5
acc,68.80000233650208
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,8
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
