,0
vm_percent,26.533333333333335
swap_percent,0.0
cpuloadavg_1min,10.419379340277777
cpuloadavg_5min,12.556966145833334
cpu_0,4126.389666666667
cpu_1,4008.8423333333335
cpu_psi_total,105953594.66666667
mem_psi_total,217134.0
io_psi_total,938568151.0
acc,55.000001192092896
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,128
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
