,0
vm_percent,23.666666666666668
swap_percent,0.5
cpuloadavg_1min,14.2059326171875
cpuloadavg_5min,14.8284912109375
cpu_0,2171.1723333333334
cpu_1,2874.943333333333
cpu_psi_total,661121424.3333334
mem_psi_total,106372648.0
io_psi_total,30446505364.666668
acc,72.40000367164612
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
