,time,cpu_0,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,cpu_9,cpu_10,cpu_11,cpu_psi_total,cpu_psi_avg10,cpu_psi_avg60,cpu_psi_avg300,mem_psi_total,mem_psi_avg10,mem_psi_avg60,mem_psi_avg300,io_psi_total,io_psi_avg10,io_psi_avg60,io_psi_avg300,gpu_GPU_Load_1,gpu_GPU_Memory_Used_1,gpu_GPU_Total_Memory_1,cpuloadavg_1min,cpuloadavg_5min,cpuloadavg_15min,vm_total,vm_available,vm_percent,vm_used,vm_free,vm_active,vm_inactive,vm_buffers,vm_cached,vm_shared,vm_slab,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,diskio_read_count,diskio_write_count,diskio_read_bytes,diskio_write_bytes,diskio_read_time,diskio_write_time,diskio_read_merged_count,diskio_write_merged_count,diskio_busy_time
0,2024-04-18 18:34:55.795709,4111.433,4218.501,4142.236,4098.423,4094.835,800.0,800.0,4202.271,800.0,4110.581,4099.647,4140.254,120628247.0,0.7,0.63,0.62,220651.0,0.0,0.0,0.0,957213521.0,0.49,0.75,0.63,62,16,4096,12.052408854166668,13.818359375,14.774576822916666,16591138816,12732743680,23.3,2914054144,1992634368,4556251136,8537677824,213463040,11470987264,594444288,807301120,32766947328,274432,32766672896,0.0,0,61440,114371,127237,4788452864,15633729536,1945066,4919626,25303,215427,2139848
1,2024-04-18 18:34:58.045346,4025.77,4099.549,4068.379,800.0,3838.133,4066.248,4097.02,4093.568,4097.251,4066.2,4098.887,4152.477,120629776.0,0.61,0.62,0.62,220651.0,0.0,0.0,0.0,957428586.0,2.14,1.03,0.69,0,29,4096,12.052408854166668,13.818359375,14.774576822916666,16591138816,11968233472,27.9,3675369472,1228111872,5293604864,8537706496,213475328,11474182144,597655552,807780352,32766947328,274432,32766672896,0.0,0,61440,114371,127240,4788452864,15633844224,1945066,4920527,25303,215452,2140752
