,0
vm_percent,25.333333333333332
swap_percent,0.5
cpuloadavg_1min,14.0045166015625
cpuloadavg_5min,14.098103841145834
cpu_0,2883.186666666667
cpu_1,2789.8266666666664
cpu_psi_total,677600171.3333334
mem_psi_total,106372648.0
io_psi_total,30555803343.0
acc,66.2000060081482
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,32
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
