,0
vm_percent,27.399999999999995
swap_percent,0.0
cpuloadavg_1min,25.018988715277775
cpuloadavg_5min,16.935221354166664
cpu_0,3677.9473333333335
cpu_1,2784.9926666666665
cpu_psi_total,143003790.33333334
mem_psi_total,220651.0
io_psi_total,994454867.3333334
acc,NDF-OOM
prune_config,ln_structured
prune_ratio,0.6000000000000001
model_name,vgg16
batchsz_arg,128
num_workers_arg,4
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
