,0
vm_percent,25.666666666666668
swap_percent,0.0
cpuloadavg_1min,10.405815972222223
cpuloadavg_5min,14.080132378472223
cpu_0,4041.5783333333334
cpu_1,4044.861333333333
cpu_psi_total,104193027.33333333
mem_psi_total,217134.0
io_psi_total,935658212.3333334
acc,55.400002002716064
prune_config,l1_unstructured
prune_ratio,0.1
model_name,alexnet
batchsz_arg,16
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
