,0
vm_percent,25.96666666666667
swap_percent,0.0
cpuloadavg_1min,16.746690538194446
cpuloadavg_5min,21.14529079861111
cpu_0,3876.1526666666664
cpu_1,3859.1093333333333
cpu_psi_total,161288620.66666666
mem_psi_total,223035.0
io_psi_total,1020874229.6666666
acc,70.40000557899475
prune_config,ln_structured
prune_ratio,0.0
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
