,0
vm_percent,25.566666666666663
swap_percent,0.5
cpuloadavg_1min,15.008544921875
cpuloadavg_5min,18.6309814453125
cpu_0,3485.6929999999998
cpu_1,2792.0646666666667
cpu_psi_total,682701577.3333334
mem_psi_total,106372711.0
io_psi_total,30591408016.333332
acc,22.600001096725464
prune_config,ln_structured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,32
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
