,0
vm_percent,26.099999999999998
swap_percent,0.0
cpuloadavg_1min,19.885253906249996
cpuloadavg_5min,16.137695312500004
cpu_0,4056.8026666666665
cpu_1,1884.677
cpu_psi_total,111069377.0
mem_psi_total,217134.0
io_psi_total,945182866.6666666
acc,53.800004720687866
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,alexnet
batchsz_arg,16
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
