,0
vm_percent,26.666666666666668
swap_percent,0.0
cpuloadavg_1min,17.900254991319443
cpuloadavg_5min,13.233778211805557
cpu_0,3803.8191666666667
cpu_1,3777.509666666667
cpu_psi_total,134813877.16666666
mem_psi_total,220651.0
io_psi_total,980001275.8333334
acc,70.80000042915344
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,4
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
