,0
vm_percent,27.13333333333333
swap_percent,0.0
cpuloadavg_1min,21.232096354166668
cpuloadavg_5min,15.306260850694445
cpu_0,3695.840666666667
cpu_1,2894.1966666666667
cpu_psi_total,139468989.66666666
mem_psi_total,220651.0
io_psi_total,990108605.6666666
acc,NDF-OOM
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,128
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
