,vm_percent,swap_percent,cpuloadavg_1min,cpuloadavg_5min,cpu_0,cpu_1,cpu_psi_total,mem_psi_total,io_psi_total
0,6.0,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
1,7.0,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
2,7.1,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
3,7.1,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
4,7.2,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
5,7.3,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
6,7.4,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
7,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
8,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
9,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
10,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
11,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
12,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
13,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
14,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
15,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
16,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
17,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
18,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
19,7.5,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
20,7.6,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
21,7.6,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
22,7.6,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
23,7.6,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
24,7.6,0.0,3161.5875244140625,3156.8572998046875,1217676.2399999998,1140099.2130000005,1982969970.0,948192.0,79250786077.0
