,vm_percent,swap_percent,cpuloadavg_1min,cpuloadavg_5min,cpu_0,cpu_1,cpu_psi_total,mem_psi_total,io_psi_total
0,6.0,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
1,7.0,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
2,7.1,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
3,7.2,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
4,7.2,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
5,7.3,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
6,7.4,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
7,7.5,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
8,7.5,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
9,7.5,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
10,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
11,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
12,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
13,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
14,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
15,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
16,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
17,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
18,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
19,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
20,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
21,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
22,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
23,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
24,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
25,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
26,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
27,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
28,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
29,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
30,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
31,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
32,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
33,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
34,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
35,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
36,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
37,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
38,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
39,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
40,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
41,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
42,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
43,7.6,0.0,3195.7916259765625,3134.2376708984375,1077274.6079999993,1050417.273,2092178269.0,946200.0,79809038831.0
