,0
vm_percent,25.966666666666665
swap_percent,0.0
cpuloadavg_1min,7.846408420138888
cpuloadavg_5min,11.724175347222223
cpu_0,3867.086333333333
cpu_1,2887.6096666666667
cpu_psi_total,134209575.66666667
mem_psi_total,220651.0
io_psi_total,979320646.3333334
acc,NDF-OOM
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,32
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
