,0
vm_percent,26.666666666666668
swap_percent,0.0
cpuloadavg_1min,21.417914496527782
cpuloadavg_5min,15.863715277777779
cpu_0,3892.6216666666664
cpu_1,2728.6290000000004
cpu_psi_total,125971439.33333333
mem_psi_total,220651.0
io_psi_total,964351028.3333334
acc,39.20000195503235
prune_config,random_unstructured
prune_ratio,0.4
model_name,alexnet
batchsz_arg,64
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
