,0
vm_percent,27.666666666666668
swap_percent,0.0
cpuloadavg_1min,11.063639322916666
cpuloadavg_5min,11.782497829861114
cpu_0,3752.9339999999997
cpu_1,3323.357666666667
cpu_psi_total,134668720.5
mem_psi_total,220651.0
io_psi_total,979715177.1666666
acc,70.80000042915344
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,4
num_workers_arg,8
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
