,0
vm_percent,23.066666666666666
swap_percent,0.5
cpuloadavg_1min,15.165201822916666
cpuloadavg_5min,15.915934244791666
cpu_0,2866.4069999999997
cpu_1,2166.5596666666665
cpu_psi_total,663290370.3333334
mem_psi_total,106372648.0
io_psi_total,30460802523.666668
acc,70.40000557899475
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,vgg16
batchsz_arg,8
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
