,0
vm_percent,22.599999999999998
swap_percent,0.5
cpuloadavg_1min,17.3675537109375
cpuloadavg_5min,18.836466471354168
cpu_0,2099.1543333333334
cpu_1,2785.34
cpu_psi_total,657281959.6666666
mem_psi_total,106372248.0
io_psi_total,30420722696.666668
acc,31.200000643730164
prune_config,random_unstructured
prune_ratio,0.6000000000000001
model_name,alexnet
batchsz_arg,16
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
