,0
vm_percent,21.549999999999997
swap_percent,0.5
cpuloadavg_1min,16.76025390625
cpuloadavg_5min,16.424560546875
cpu_0,2834.2619999999997
cpu_1,2857.2664999999997
cpu_psi_total,638667878.0
mem_psi_total,106372248.0
io_psi_total,30314816875.5
acc,0.20000000949949026
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,resnet
batchsz_arg,16
num_workers_arg,4
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
