,0
vm_percent,24.233333333333334
swap_percent,0.5
cpuloadavg_1min,16.875203450520832
cpuloadavg_5min,16.062418619791668
cpu_0,2266.8610000000003
cpu_1,2177.522
cpu_psi_total,670109413.6666666
mem_psi_total,106372648.0
io_psi_total,30506630183.666668
acc,69.40000057220459
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,32
num_workers_arg,8
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
