,counter-value,unit,event,event-runtime,pcnt-running,metric-value,metric-unit
0,6052987173339,,instructions,1441756136672,83.33,0.96,insn per cycle
1,6315619884519,,cycles,1441208407912,83.3,,
2,108429506078,,cache-references,1441878654370,83.34,,
3,10917638388,,cache-misses,1442055445487,83.35,10.069,of all cache refs
4,1456267062054,,branches,1441983235283,83.34,,
5,8659021479,,branch-misses,1153457296916,66.67,0.59,of all branches
