,0
vm_percent,25.366666666666664
swap_percent,0.5
cpuloadavg_1min,20.147705078125
cpuloadavg_5min,15.818277994791666
cpu_0,2153.2909999999997
cpu_1,2363.479333333333
cpu_psi_total,678065792.3333334
mem_psi_total,106372648.0
io_psi_total,30557022611.666668
acc,66.2000060081482
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,4
num_workers_arg,1
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
