,0
vm_percent,26.066666666666666
swap_percent,0.0
cpuloadavg_1min,11.625162760416666
cpuloadavg_5min,17.964680989583332
cpu_0,3964.817333333334
cpu_1,3839.6059999999998
cpu_psi_total,162472074.66666666
mem_psi_total,223035.0
io_psi_total,1021543074.6666666
acc,66.60000085830688
prune_config,ln_structured
prune_ratio,0.1
model_name,googlenet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
