,0
vm_percent,26.433333333333334
swap_percent,0.0
cpuloadavg_1min,13.735622829861112
cpuloadavg_5min,14.352756076388888
cpu_0,4099.225333333333
cpu_1,2921.837333333333
cpu_psi_total,104789499.66666667
mem_psi_total,217134.0
io_psi_total,937382601.3333334
acc,55.000001192092896
prune_config,l1_unstructured
prune_ratio,0.2
model_name,alexnet
batchsz_arg,128
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
