,0
vm_percent,49.44444444444444
swap_percent,0.7
cpuloadavg_1min,77.86006221064814
cpuloadavg_5min,71.33427372685186
acc,31.999999284744263
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,8
num_workers_arg,4
chipset_name,Cortex-A53
arch,aarch64
l1_size,
l2_size,
