,0
vm_percent,26.166666666666668
swap_percent,0.0
cpuloadavg_1min,10.320366753472223
cpuloadavg_5min,14.095052083333334
cpu_0,3984.7729999999997
cpu_1,3971.1806666666666
cpu_psi_total,125403982.33333333
mem_psi_total,220651.0
io_psi_total,963928309.6666666
acc,43.800002336502075
prune_config,random_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
