,0
vm_percent,23.733333333333334
swap_percent,0.5
cpuloadavg_1min,14.330037434895834
cpuloadavg_5min,14.656575520833334
cpu_0,3931.1733333333336
cpu_1,2774.3873333333336
cpu_psi_total,660837342.6666666
mem_psi_total,106372648.0
io_psi_total,30444418797.0
acc,72.40000367164612
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,32
num_workers_arg,2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
