,0
vm_percent,26.099999999999998
swap_percent,0.0
cpuloadavg_1min,14.610460069444443
cpuloadavg_5min,18.97243923611111
cpu_0,3847.7549999999997
cpu_1,2849.4003333333335
cpu_psi_total,173107981.66666666
mem_psi_total,223035.0
io_psi_total,1033136507.3333334
acc,66.60000085830688
prune_config,random_unstructured
prune_ratio,0.2
model_name,googlenet
batchsz_arg,16
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
