,0
vm_percent,26.166666666666668
swap_percent,0.0
cpuloadavg_1min,15.7958984375
cpuloadavg_5min,22.030978732638886
cpu_0,3712.843666666666
cpu_1,3746.536
cpu_psi_total,179230061.66666666
mem_psi_total,223036.0
io_psi_total,1039689207.3333334
acc,52.000004053115845
prune_config,random_unstructured
prune_ratio,0.7000000000000001
model_name,googlenet
batchsz_arg,4
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
